instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,windspeed_category,waktu_hari,windspeed_category_day
9260,2012-01-26,1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0.0,16,397,413,Rendah,Sore (Pulang),Rendah
9261,2012-01-26,1,1,1,18,0,4,1,2,0.42,0.4242,0.71,0.0,12,394,406,Rendah,Sore (Pulang),Rendah
9262,2012-01-26,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,11,302,313,Rendah,Sore (Pulang),Rendah
9263,2012-01-26,1,1,1,20,0,4,1,2,0.4,0.4091,0.82,0.1343,8,216,224,Rendah,Malam/Dini Hari,Rendah
9264,2012-01-26,1,1,1,21,0,4,1,2,0.4,0.4091,0.76,0.1045,8,184,192,Rendah,Malam/Dini Hari,Rendah
9265,2012-01-26,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,3,139,142,Rendah,Malam/Dini Hari,Rendah
9266,2012-01-26,1,1,1,23,0,4,1,2,0.4,0.4091,0.82,0.0,5,86,91,Rendah,Malam/Dini Hari,Rendah
9267,2012-01-27,1,1,1,0,0,5,1,2,0.4,0.4091,0.82,0.2537,6,32,38,Sedang,Malam/Dini Hari,Tinggi
9268,2012-01-27,1,1,1,1,0,5,1,2,0.4,0.4091,0.87,0.2239,6,23,29,Sedang,Malam/Dini Hari,Tinggi
9269,2012-01-27,1,1,1,2,0,5,1,1,0.42,0.4242,0.94,0.1343,2,11,13,Rendah,Malam/Dini Hari,Tinggi
9270,2012-01-27,1,1,1,3,0,5,1,2,0.42,0.4242,0.94,0.2836,3,5,8,Sedang,Malam/Dini Hari,Tinggi
9271,2012-01-27,1,1,1,4,0,5,1,2,0.4,0.4091,1.0,0.2985,1,3,4,Sedang,Malam/Dini Hari,Tinggi
9272,2012-01-27,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24,Tinggi,Pagi (Berangkat),Tinggi
9273,2012-01-27,1,1,1,6,0,5,1,2,0.42,0.4242,1.0,0.3284,0,72,72,Tinggi,Pagi (Berangkat),Tinggi
9274,2012-01-27,1,1,1,7,0,5,1,2,0.42,0.4242,1.0,0.2985,6,128,134,Sedang,Pagi (Berangkat),Tinggi
9275,2012-01-27,1,1,1,8,0,5,1,3,0.5,0.4848,0.88,0.2836,14,206,220,Sedang,Pagi (Berangkat),Tinggi
9276,2012-01-27,1,1,1,9,0,5,1,3,0.5,0.4848,0.88,0.2836,6,101,107,Sedang,Pagi (Berangkat),Tinggi
9277,2012-01-27,1,1,1,10,0,5,1,3,0.48,0.4697,1.0,0.1642,9,117,126,Sedang,Siang (Rekreasi),Tinggi
9278,2012-01-27,1,1,1,11,0,5,1,2,0.48,0.4697,0.94,0.1343,10,95,105,Rendah,Siang (Rekreasi),Tinggi
9279,2012-01-27,1,1,1,12,0,5,1,2,0.5,0.4848,0.88,0.1642,25,155,180,Sedang,Siang (Rekreasi),Tinggi
9280,2012-01-27,1,1,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,26,175,201,Ekstrem,Siang (Rekreasi),Tinggi
9281,2012-01-27,1,1,1,14,0,5,1,1,0.5,0.4848,0.55,0.5522,23,153,176,Ekstrem,Siang (Rekreasi),Tinggi
9282,2012-01-27,1,1,1,15,0,5,1,1,0.48,0.4697,0.51,0.3284,27,170,197,Tinggi,Siang (Rekreasi),Tinggi
9283,2012-01-27,1,1,1,16,0,5,1,1,0.44,0.4394,0.51,0.5522,26,241,267,Ekstrem,Sore (Pulang),Tinggi
9284,2012-01-27,1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,16,406,422,Ekstrem,Sore (Pulang),Tinggi
9285,2012-01-27,1,1,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,20,363,383,Ekstrem,Sore (Pulang),Tinggi
9286,2012-01-27,1,1,1,19,0,5,1,1,0.36,0.3333,0.5,0.3881,10,241,251,Tinggi,Sore (Pulang),Tinggi
9287,2012-01-27,1,1,1,20,0,5,1,1,0.34,0.303,0.53,0.3582,6,153,159,Tinggi,Malam/Dini Hari,Tinggi
9288,2012-01-27,1,1,1,21,0,5,1,1,0.34,0.2879,0.53,0.5224,8,127,135,Ekstrem,Malam/Dini Hari,Tinggi
9289,2012-01-27,1,1,1,22,0,5,1,1,0.34,0.303,0.49,0.3881,11,108,119,Tinggi,Malam/Dini Hari,Tinggi
9290,2012-01-27,1,1,1,23,0,5,1,1,0.32,0.2879,0.49,0.4179,8,78,86,Tinggi,Malam/Dini Hari,Tinggi
9291,2012-01-28,1,1,1,0,0,6,0,1,0.3,0.2879,0.52,0.2836,1,68,69,Sedang,Malam/Dini Hari,Sedang
9292,2012-01-28,1,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,1,57,58,Sedang,Malam/Dini Hari,Sedang
9293,2012-01-28,1,1,1,2,0,6,0,1,0.26,0.303,0.6,0.0,3,38,41,Rendah,Malam/Dini Hari,Sedang
9294,2012-01-28,1,1,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,1,16,17,Rendah,Malam/Dini Hari,Sedang
9295,2012-01-28,1,1,1,4,0,6,0,1,0.26,0.2576,0.6,0.1642,0,8,8,Sedang,Malam/Dini Hari,Sedang
9296,2012-01-28,1,1,1,5,0,6,0,1,0.24,0.2576,0.75,0.0896,0,10,10,Rendah,Pagi (Berangkat),Sedang
9297,2012-01-28,1,1,1,6,0,6,0,1,0.24,0.2879,0.7,0.0,3,12,15,Rendah,Pagi (Berangkat),Sedang
9298,2012-01-28,1,1,1,7,0,6,0,1,0.22,0.2727,0.75,0.0,3,28,31,Rendah,Pagi (Berangkat),Sedang
9299,2012-01-28,1,1,1,8,0,6,0,1,0.2,0.2273,0.8,0.0896,9,82,91,Rendah,Pagi (Berangkat),Sedang
9300,2012-01-28,1,1,1,9,0,6,0,1,0.22,0.2727,0.8,0.0,13,145,158,Rendah,Pagi (Berangkat),Sedang
9301,2012-01-28,1,1,1,10,0,6,0,1,0.26,0.2727,0.7,0.1343,27,164,191,Rendah,Siang (Rekreasi),Sedang
9302,2012-01-28,1,1,1,11,0,6,0,1,0.3,0.303,0.56,0.1343,55,241,296,Rendah,Siang (Rekreasi),Sedang
9303,2012-01-28,1,1,1,12,0,6,0,1,0.3,0.2879,0.61,0.2836,70,244,314,Sedang,Siang (Rekreasi),Sedang
9304,2012-01-28,1,1,1,13,0,6,0,1,0.34,0.3182,0.57,0.2537,80,293,373,Sedang,Siang (Rekreasi),Sedang
9305,2012-01-28,1,1,1,14,0,6,0,1,0.38,0.3939,0.5,0.3881,123,239,362,Tinggi,Siang (Rekreasi),Sedang
9306,2012-01-28,1,1,1,15,0,6,0,1,0.4,0.4091,0.47,0.3284,90,320,410,Tinggi,Siang (Rekreasi),Sedang
9307,2012-01-28,1,1,1,16,0,6,0,1,0.42,0.4242,0.44,0.3582,131,276,407,Tinggi,Sore (Pulang),Sedang
9308,2012-01-28,1,1,1,17,0,6,0,1,0.42,0.4242,0.44,0.3881,57,233,290,Tinggi,Sore (Pulang),Sedang
9309,2012-01-28,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,40,201,241,Sedang,Sore (Pulang),Sedang
9310,2012-01-28,1,1,1,19,0,6,0,2,0.42,0.4242,0.41,0.5522,33,173,206,Ekstrem,Sore (Pulang),Sedang
9311,2012-01-28,1,1,1,20,0,6,0,1,0.4,0.4091,0.35,0.3881,5,115,120,Tinggi,Malam/Dini Hari,Sedang
9312,2012-01-28,1,1,1,21,0,6,0,1,0.36,0.3333,0.29,0.3582,18,109,127,Tinggi,Malam/Dini Hari,Sedang
9313,2012-01-28,1,1,1,22,0,6,0,1,0.34,0.3333,0.34,0.194,6,97,103,Sedang,Malam/Dini Hari,Sedang
9314,2012-01-28,1,1,1,23,0,6,0,1,0.32,0.3182,0.31,0.194,6,79,85,Sedang,Malam/Dini Hari,Sedang
9315,2012-01-29,1,1,1,0,0,0,0,1,0.3,0.2879,0.33,0.2239,15,81,96,Sedang,Malam/Dini Hari,Sedang
9316,2012-01-29,1,1,1,1,0,0,0,1,0.3,0.2727,0.28,0.3582,5,68,73,Tinggi,Malam/Dini Hari,Sedang
9317,2012-01-29,1,1,1,2,0,0,0,1,0.28,0.2576,0.26,0.3284,3,48,51,Tinggi,Malam/Dini Hari,Sedang
9318,2012-01-29,1,1,1,3,0,0,0,1,0.26,0.2576,0.28,0.194,4,17,21,Sedang,Malam/Dini Hari,Sedang
9319,2012-01-29,1,1,1,4,0,0,0,1,0.24,0.2576,0.3,0.0,0,5,5,Rendah,Malam/Dini Hari,Sedang
9320,2012-01-29,1,1,1,5,0,0,0,1,0.2,0.2121,0.51,0.1343,1,6,7,Rendah,Pagi (Berangkat),Sedang
9321,2012-01-29,1,1,1,6,0,0,0,1,0.2,0.2273,0.4,0.1045,1,4,5,Rendah,Pagi (Berangkat),Sedang
9322,2012-01-29,1,1,1,7,0,0,0,1,0.2,0.2121,0.37,0.1343,0,12,12,Rendah,Pagi (Berangkat),Sedang
9323,2012-01-29,1,1,1,8,0,0,0,1,0.18,0.197,0.4,0.1343,9,61,70,Rendah,Pagi (Berangkat),Sedang
9324,2012-01-29,1,1,1,9,0,0,0,1,0.18,0.197,0.43,0.1343,13,98,111,Rendah,Pagi (Berangkat),Sedang
9325,2012-01-29,1,1,1,10,0,0,0,1,0.24,0.2424,0.35,0.1343,38,153,191,Rendah,Siang (Rekreasi),Sedang
9326,2012-01-29,1,1,1,11,0,0,0,1,0.28,0.2727,0.28,0.2239,57,198,255,Sedang,Siang (Rekreasi),Sedang
9327,2012-01-29,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,73,215,288,Sedang,Siang (Rekreasi),Sedang
9328,2012-01-29,1,1,1,13,0,0,0,1,0.32,0.303,0.26,0.2239,78,238,316,Sedang,Siang (Rekreasi),Sedang
9329,2012-01-29,1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,51,229,280,Sedang,Siang (Rekreasi),Sedang
9330,2012-01-29,1,1,1,15,0,0,0,1,0.36,0.3333,0.25,0.2836,68,242,310,Sedang,Siang (Rekreasi),Sedang
9331,2012-01-29,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,54,268,322,Tinggi,Sore (Pulang),Sedang
9332,2012-01-29,1,1,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179,33,201,234,Tinggi,Sore (Pulang),Sedang
9333,2012-01-29,1,1,1,18,0,0,0,1,0.34,0.303,0.23,0.3582,17,151,168,Tinggi,Sore (Pulang),Sedang
9334,2012-01-29,1,1,1,19,0,0,0,1,0.32,0.303,0.29,0.2537,14,145,159,Sedang,Sore (Pulang),Sedang
9335,2012-01-29,1,1,1,20,0,0,0,1,0.3,0.2879,0.39,0.2239,13,98,111,Sedang,Malam/Dini Hari,Sedang
9336,2012-01-29,1,1,1,21,0,0,0,1,0.3,0.2879,0.33,0.2836,0,69,69,Sedang,Malam/Dini Hari,Sedang
9337,2012-01-29,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,7,57,64,Tinggi,Malam/Dini Hari,Sedang
9338,2012-01-29,1,1,1,23,0,0,0,1,0.3,0.2727,0.33,0.3284,4,21,25,Tinggi,Malam/Dini Hari,Sedang
9339,2012-01-30,1,1,1,0,0,1,1,2,0.32,0.2879,0.26,0.4179,0,10,10,Tinggi,Malam/Dini Hari,Sedang
9340,2012-01-30,1,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,0,9,9,Tinggi,Malam/Dini Hari,Sedang
9341,2012-01-30,1,1,1,2,0,1,1,1,0.24,0.2121,0.48,0.3582,1,6,7,Tinggi,Malam/Dini Hari,Sedang
9342,2012-01-30,1,1,1,3,0,1,1,1,0.24,0.2273,0.48,0.194,0,4,4,Sedang,Malam/Dini Hari,Sedang
9343,2012-01-30,1,1,1,4,0,1,1,1,0.2,0.2121,0.51,0.1343,0,5,5,Rendah,Malam/Dini Hari,Sedang
9344,2012-01-30,1,1,1,5,0,1,1,1,0.2,0.2121,0.51,0.1343,0,26,26,Rendah,Pagi (Berangkat),Sedang
9345,2012-01-30,1,1,1,6,0,1,1,1,0.22,0.2121,0.44,0.2537,0,80,80,Sedang,Pagi (Berangkat),Sedang
9346,2012-01-30,1,1,1,7,0,1,1,1,0.22,0.2121,0.44,0.2836,4,221,225,Sedang,Pagi (Berangkat),Sedang
9347,2012-01-30,1,1,1,8,0,1,1,1,0.2,0.197,0.47,0.2239,12,481,493,Sedang,Pagi (Berangkat),Sedang
9348,2012-01-30,1,1,1,9,0,1,1,1,0.2,0.197,0.47,0.2239,5,193,198,Sedang,Pagi (Berangkat),Sedang
9349,2012-01-30,1,1,1,10,0,1,1,1,0.22,0.2121,0.41,0.2836,3,82,85,Sedang,Siang (Rekreasi),Sedang
9350,2012-01-30,1,1,1,11,0,1,1,1,0.26,0.2576,0.38,0.0,6,93,99,Rendah,Siang (Rekreasi),Sedang
9351,2012-01-30,1,1,1,12,0,1,1,1,0.26,0.2273,0.35,0.3881,5,129,134,Tinggi,Siang (Rekreasi),Sedang
9352,2012-01-30,1,1,1,13,0,1,1,1,0.3,0.2879,0.31,0.194,15,117,132,Sedang,Siang (Rekreasi),Sedang
9353,2012-01-30,1,1,1,14,0,1,1,1,0.32,0.3333,0.24,0.1343,15,100,115,Rendah,Siang (Rekreasi),Sedang
9354,2012-01-30,1,1,1,15,0,1,1,1,0.32,0.3182,0.24,0.194,7,131,138,Sedang,Siang (Rekreasi),Sedang
9355,2012-01-30,1,1,1,16,0,1,1,1,0.34,0.3333,0.25,0.194,11,210,221,Sedang,Sore (Pulang),Sedang
9356,2012-01-30,1,1,1,17,0,1,1,1,0.36,0.3485,0.21,0.194,16,422,438,Sedang,Sore (Pulang),Sedang
9357,2012-01-30,1,1,1,18,0,1,1,1,0.34,0.3333,0.23,0.1642,11,399,410,Sedang,Sore (Pulang),Sedang
9358,2012-01-30,1,1,1,19,0,1,1,1,0.3,0.3182,0.45,0.1045,8,298,306,Rendah,Sore (Pulang),Sedang
9359,2012-01-30,1,1,1,20,0,1,1,1,0.3,0.303,0.39,0.1642,2,179,181,Sedang,Malam/Dini Hari,Sedang
9360,2012-01-30,1,1,1,21,0,1,1,1,0.3,0.303,0.42,0.1642,3,159,162,Sedang,Malam/Dini Hari,Sedang
9361,2012-01-30,1,1,1,22,0,1,1,1,0.28,0.2727,0.48,0.2239,2,92,94,Sedang,Malam/Dini Hari,Sedang
9362,2012-01-30,1,1,1,23,0,1,1,1,0.26,0.2576,0.6,0.194,0,52,52,Sedang,Malam/Dini Hari,Sedang
9363,2012-01-31,1,1,1,0,0,2,1,1,0.28,0.2727,0.52,0.2537,0,15,15,Sedang,Malam/Dini Hari,Sedang
9364,2012-01-31,1,1,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985,1,7,8,Sedang,Malam/Dini Hari,Sedang
9365,2012-01-31,1,1,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239,0,2,2,Sedang,Malam/Dini Hari,Sedang
9366,2012-01-31,1,1,1,3,0,2,1,1,0.3,0.2879,0.45,0.2239,0,2,2,Sedang,Malam/Dini Hari,Sedang
9367,2012-01-31,1,1,1,4,0,2,1,1,0.3,0.2879,0.49,0.194,0,1,1,Sedang,Malam/Dini Hari,Sedang
9368,2012-01-31,1,1,1,5,0,2,1,1,0.3,0.2879,0.49,0.194,0,22,22,Sedang,Pagi (Berangkat),Sedang
9369,2012-01-31,1,1,1,6,0,2,1,1,0.28,0.2727,0.52,0.1642,0,104,104,Sedang,Pagi (Berangkat),Sedang
9370,2012-01-31,1,1,1,7,0,2,1,1,0.26,0.2576,0.6,0.194,6,273,279,Sedang,Pagi (Berangkat),Sedang
9371,2012-01-31,1,1,1,8,0,2,1,1,0.26,0.2727,0.6,0.1045,14,498,512,Rendah,Pagi (Berangkat),Sedang
9372,2012-01-31,1,1,1,9,0,2,1,1,0.3,0.2879,0.52,0.194,30,231,261,Sedang,Pagi (Berangkat),Sedang
9373,2012-01-31,1,1,1,10,0,2,1,2,0.32,0.3182,0.57,0.194,34,110,144,Sedang,Siang (Rekreasi),Sedang
9374,2012-01-31,1,1,1,11,0,2,1,1,0.4,0.4091,0.37,0.2836,14,125,139,Sedang,Siang (Rekreasi),Sedang
9375,2012-01-31,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985,13,181,194,Sedang,Siang (Rekreasi),Sedang
9376,2012-01-31,1,1,1,13,0,2,1,1,0.46,0.4545,0.36,0.2239,27,171,198,Sedang,Siang (Rekreasi),Sedang
9377,2012-01-31,1,1,1,14,0,2,1,1,0.5,0.4848,0.29,0.3284,18,142,160,Tinggi,Siang (Rekreasi),Sedang
9378,2012-01-31,1,1,1,15,0,2,1,1,0.54,0.5152,0.26,0.4478,27,150,177,Tinggi,Siang (Rekreasi),Sedang
9379,2012-01-31,1,1,1,16,0,2,1,1,0.54,0.5152,0.26,0.4478,30,277,307,Tinggi,Sore (Pulang),Sedang
9380,2012-01-31,1,1,1,17,0,2,1,1,0.54,0.5152,0.26,0.4179,41,518,559,Tinggi,Sore (Pulang),Sedang
9381,2012-01-31,1,1,1,18,0,2,1,1,0.54,0.5152,0.24,0.3582,16,486,502,Tinggi,Sore (Pulang),Sedang
9382,2012-01-31,1,1,1,19,0,2,1,1,0.5,0.4848,0.29,0.2836,22,306,328,Sedang,Sore (Pulang),Sedang
9383,2012-01-31,1,1,1,20,0,2,1,1,0.4,0.4091,0.58,0.1045,15,223,238,Rendah,Malam/Dini Hari,Sedang
9384,2012-01-31,1,1,1,21,0,2,1,1,0.46,0.4545,0.33,0.2985,3,162,165,Sedang,Malam/Dini Hari,Sedang
9385,2012-01-31,1,1,1,22,0,2,1,1,0.44,0.4394,0.35,0.2985,11,118,129,Sedang,Malam/Dini Hari,Sedang
9386,2012-01-31,1,1,1,23,0,2,1,1,0.44,0.4394,0.38,0.2537,2,61,63,Sedang,Malam/Dini Hari,Sedang
9387,2012-02-01,1,1,2,0,0,3,1,1,0.44,0.4394,0.38,0.2836,0,31,31,Sedang,Malam/Dini Hari,Sedang
9388,2012-02-01,1,1,2,1,0,3,1,1,0.44,0.4394,0.41,0.2836,0,4,4,Sedang,Malam/Dini Hari,Sedang
9389,2012-02-01,1,1,2,2,0,3,1,1,0.44,0.4394,0.44,0.2836,1,6,7,Sedang,Malam/Dini Hari,Sedang
9390,2012-02-01,1,1,2,3,0,3,1,1,0.44,0.4394,0.44,0.194,0,3,3,Sedang,Malam/Dini Hari,Sedang
9391,2012-02-01,1,1,2,4,0,3,1,1,0.4,0.4091,0.5,0.1642,0,1,1,Sedang,Malam/Dini Hari,Sedang
9392,2012-02-01,1,1,2,5,0,3,1,1,0.4,0.4091,0.5,0.1642,0,18,18,Sedang,Pagi (Berangkat),Sedang
9393,2012-02-01,1,1,2,6,0,3,1,3,0.4,0.4091,0.54,0.1642,0,67,67,Sedang,Pagi (Berangkat),Sedang
9394,2012-02-01,1,1,2,7,0,3,1,3,0.38,0.3939,0.62,0.0896,7,201,208,Rendah,Pagi (Berangkat),Sedang
9395,2012-02-01,1,1,2,8,0,3,1,3,0.36,0.3636,0.73,0.1045,15,505,520,Rendah,Pagi (Berangkat),Sedang
9396,2012-02-01,1,1,2,9,0,3,1,2,0.36,0.3485,0.71,0.194,9,267,276,Sedang,Pagi (Berangkat),Sedang
9397,2012-02-01,1,1,2,10,0,3,1,1,0.4,0.4091,0.62,0.1343,9,124,133,Rendah,Siang (Rekreasi),Sedang
9398,2012-02-01,1,1,2,11,0,3,1,1,0.4,0.4091,0.58,0.1642,27,116,143,Sedang,Siang (Rekreasi),Sedang
9399,2012-02-01,1,1,2,12,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179,Rendah,Siang (Rekreasi),Sedang
9400,2012-02-01,1,1,2,13,0,3,1,1,0.46,0.4545,0.47,0.2239,12,174,186,Sedang,Siang (Rekreasi),Sedang
9401,2012-02-01,1,1,2,14,0,3,1,1,0.62,0.6212,0.33,0.2239,33,159,192,Sedang,Siang (Rekreasi),Sedang
9402,2012-02-01,1,1,2,15,0,3,1,1,0.6,0.6212,0.35,0.2836,25,169,194,Sedang,Siang (Rekreasi),Sedang
9403,2012-02-01,1,1,2,16,0,3,1,1,0.6,0.6212,0.4,0.2239,22,261,283,Sedang,Sore (Pulang),Sedang
9404,2012-02-01,1,1,2,17,0,3,1,1,0.58,0.5455,0.43,0.194,31,508,539,Sedang,Sore (Pulang),Sedang
9405,2012-02-01,1,1,2,18,0,3,1,1,0.56,0.5303,0.46,0.1642,12,514,526,Sedang,Sore (Pulang),Sedang
9406,2012-02-01,1,1,2,19,0,3,1,1,0.54,0.5152,0.52,0.2836,20,315,335,Sedang,Sore (Pulang),Sedang
9407,2012-02-01,1,1,2,20,0,3,1,1,0.52,0.5,0.52,0.1642,10,254,264,Sedang,Malam/Dini Hari,Sedang
9408,2012-02-01,1,1,2,21,0,3,1,1,0.52,0.5,0.52,0.1642,16,217,233,Sedang,Malam/Dini Hari,Sedang
9409,2012-02-01,1,1,2,22,0,3,1,1,0.5,0.4848,0.55,0.194,7,133,140,Sedang,Malam/Dini Hari,Sedang
9410,2012-02-01,1,1,2,23,0,3,1,1,0.46,0.4545,0.63,0.0896,22,75,97,Rendah,Malam/Dini Hari,Sedang
9411,2012-02-02,1,1,2,0,0,4,1,1,0.46,0.4545,0.59,0.1343,7,24,31,Rendah,Malam/Dini Hari,Sedang
9412,2012-02-02,1,1,2,1,0,4,1,2,0.46,0.4545,0.55,0.0,3,14,17,Rendah,Malam/Dini Hari,Sedang
9413,2012-02-02,1,1,2,2,0,4,1,2,0.42,0.4242,0.67,0.1343,2,7,9,Rendah,Malam/Dini Hari,Sedang
9414,2012-02-02,1,1,2,3,0,4,1,2,0.42,0.4242,0.67,0.1343,0,2,2,Rendah,Malam/Dini Hari,Sedang
9415,2012-02-02,1,1,2,4,0,4,1,3,0.4,0.4091,0.82,0.0896,0,1,1,Rendah,Malam/Dini Hari,Sedang
9416,2012-02-02,1,1,2,5,0,4,1,3,0.4,0.4091,0.82,0.0,0,19,19,Rendah,Pagi (Berangkat),Sedang
9417,2012-02-02,1,1,2,6,0,4,1,3,0.36,0.3788,0.9,0.0,1,73,74,Rendah,Pagi (Berangkat),Sedang
9418,2012-02-02,1,1,2,7,0,4,1,3,0.36,0.3788,0.93,0.0,4,201,205,Rendah,Pagi (Berangkat),Sedang
9419,2012-02-02,1,1,2,8,0,4,1,3,0.4,0.4091,0.87,0.0,9,436,445,Rendah,Pagi (Berangkat),Sedang
9420,2012-02-02,1,1,2,9,0,4,1,3,0.38,0.3939,0.87,0.0,15,213,228,Rendah,Pagi (Berangkat),Sedang
9421,2012-02-02,1,1,2,10,0,4,1,3,0.42,0.4242,0.77,0.1045,6,72,78,Rendah,Siang (Rekreasi),Sedang
9422,2012-02-02,1,1,2,11,0,4,1,3,0.4,0.4091,0.82,0.2537,6,99,105,Sedang,Siang (Rekreasi),Sedang
9423,2012-02-02,1,1,2,12,0,4,1,1,0.42,0.4242,0.82,0.0,8,140,148,Rendah,Siang (Rekreasi),Sedang
9424,2012-02-02,1,1,2,13,0,4,1,2,0.42,0.4242,0.77,0.0,13,124,137,Rendah,Siang (Rekreasi),Sedang
9425,2012-02-02,1,1,2,14,0,4,1,1,0.4,0.4091,0.76,0.1045,12,129,141,Rendah,Siang (Rekreasi),Sedang
9426,2012-02-02,1,1,2,15,0,4,1,1,0.46,0.4545,0.67,0.1642,24,150,174,Sedang,Siang (Rekreasi),Sedang
9427,2012-02-02,1,1,2,16,0,4,1,1,0.46,0.4545,0.55,0.2836,18,211,229,Sedang,Sore (Pulang),Sedang
9428,2012-02-02,1,1,2,17,0,4,1,1,0.42,0.4242,0.54,0.4925,13,437,450,Ekstrem,Sore (Pulang),Sedang
9429,2012-02-02,1,1,2,18,0,4,1,1,0.4,0.4091,0.43,0.4627,17,393,410,Ekstrem,Sore (Pulang),Sedang
9430,2012-02-02,1,1,2,19,0,4,1,1,0.38,0.3939,0.43,0.5224,16,311,327,Ekstrem,Sore (Pulang),Sedang
9431,2012-02-02,1,1,2,20,0,4,1,1,0.36,0.3182,0.46,0.5224,9,204,213,Ekstrem,Malam/Dini Hari,Sedang
9432,2012-02-02,1,1,2,21,0,4,1,1,0.34,0.303,0.46,0.4179,4,144,148,Tinggi,Malam/Dini Hari,Sedang
9433,2012-02-02,1,1,2,22,0,4,1,1,0.32,0.2879,0.49,0.4179,3,106,109,Tinggi,Malam/Dini Hari,Sedang
9434,2012-02-02,1,1,2,23,0,4,1,1,0.32,0.303,0.49,0.2537,0,61,61,Sedang,Malam/Dini Hari,Sedang
9435,2012-02-03,1,1,2,0,0,5,1,1,0.32,0.2879,0.53,0.3881,1,37,38,Tinggi,Malam/Dini Hari,Sedang
9436,2012-02-03,1,1,2,1,0,5,1,1,0.3,0.2727,0.56,0.3284,3,19,22,Tinggi,Malam/Dini Hari,Sedang
9437,2012-02-03,1,1,2,2,0,5,1,1,0.3,0.2879,0.52,0.2239,0,6,6,Sedang,Malam/Dini Hari,Sedang
9438,2012-02-03,1,1,2,3,0,5,1,1,0.28,0.2576,0.56,0.2985,0,4,4,Sedang,Malam/Dini Hari,Sedang
9439,2012-02-03,1,1,2,4,0,5,1,1,0.26,0.2576,0.6,0.2239,0,2,2,Sedang,Malam/Dini Hari,Sedang
9440,2012-02-03,1,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239,0,17,17,Sedang,Pagi (Berangkat),Sedang
9441,2012-02-03,1,1,2,6,0,5,1,1,0.24,0.2424,0.65,0.1642,0,88,88,Sedang,Pagi (Berangkat),Sedang
9442,2012-02-03,1,1,2,7,0,5,1,1,0.24,0.2273,0.65,0.2239,10,216,226,Sedang,Pagi (Berangkat),Sedang
9443,2012-02-03,1,1,2,8,0,5,1,1,0.24,0.2273,0.65,0.2239,12,429,441,Sedang,Pagi (Berangkat),Sedang
9444,2012-02-03,1,1,2,9,0,5,1,1,0.24,0.2273,0.65,0.194,18,252,270,Sedang,Pagi (Berangkat),Sedang
9445,2012-02-03,1,1,2,10,0,5,1,1,0.28,0.2576,0.56,0.2836,15,114,129,Sedang,Siang (Rekreasi),Sedang
9446,2012-02-03,1,1,2,11,0,5,1,1,0.32,0.303,0.53,0.2985,15,149,164,Sedang,Siang (Rekreasi),Sedang
9447,2012-02-03,1,1,2,12,0,5,1,1,0.34,0.3333,0.46,0.1343,25,191,216,Rendah,Siang (Rekreasi),Sedang
9448,2012-02-03,1,1,2,13,0,5,1,1,0.36,0.3636,0.46,0.0,25,173,198,Rendah,Siang (Rekreasi),Sedang
9449,2012-02-03,1,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239,22,148,170,Sedang,Siang (Rekreasi),Sedang
9450,2012-02-03,1,1,2,15,0,5,1,1,0.38,0.3939,0.4,0.0,48,168,216,Rendah,Siang (Rekreasi),Sedang
9451,2012-02-03,1,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045,36,275,311,Rendah,Sore (Pulang),Sedang
9452,2012-02-03,1,1,2,17,0,5,1,1,0.4,0.4091,0.37,0.0896,30,458,488,Rendah,Sore (Pulang),Sedang
9453,2012-02-03,1,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343,17,368,385,Rendah,Sore (Pulang),Sedang
9454,2012-02-03,1,1,2,19,0,5,1,1,0.34,0.3485,0.49,0.1045,11,256,267,Rendah,Sore (Pulang),Sedang
9455,2012-02-03,1,1,2,20,0,5,1,1,0.34,0.3485,0.49,0.1045,8,155,163,Rendah,Malam/Dini Hari,Sedang
